productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extTalent,extIntellect,extLife,extDefenseValue,extPower,extCost,extPitchValue
238397,Take Flight (Red),Take Flight Red,https://tcgplayer-cdn.tcgplayer.com/product/238397_200w.jpg,62,2819,https://cpt.tcgcsv.com/ZmW2,2025-03-10T17:25:47.227,1,0.15,0.23,3.44,0.15,,Normal,Common,BOL016,Action,Attack,Warrior,Light,,,3,4,1,1
238398,Valiant Thrust,Valiant Thrust,https://tcgplayer-cdn.tcgplayer.com/product/238398_200w.jpg,62,2819,https://cpt.tcgcsv.com/-mW2,2025-03-10T17:58:02.833,1,0.23,0.32,1.48,0.23,,Normal,Rare,BOL017,Action,Attack,Warrior,Light,,,3,4,1,1
238399,Courageous Steelhand (Yellow),Courageous Steelhand Yellow,https://tcgplayer-cdn.tcgplayer.com/product/238399_200w.jpg,62,2819,https://cpt.tcgcsv.com/_mW2,2025-03-10T17:25:56.88,1,0.1,0.2,3.44,0.13,,Normal,Common,BOL018,Action,Attack,Warrior,Light,,,2,,0,2
238400,Cross the Line (Yellow),Cross the Line Yellow,https://tcgplayer-cdn.tcgplayer.com/product/238400_200w.jpg,62,2819,https://cpt.tcgcsv.com/0nW2,2025-03-10T17:54:22.367,1,0.1,0.15,3.44,0.12,,Normal,Common,BOL019,Action,Attack,Warrior,Light,,,3,4,1,2
238401,Express Lightning (Yellow),Express Lightning Yellow,https://tcgplayer-cdn.tcgplayer.com/product/238401_200w.jpg,62,2819,https://cpt.tcgcsv.com/2nW2,2025-03-10T17:26:07.273,1,0.12,0.15,3.44,0.13,,Normal,Common,BOL020,Action,Attack,Warrior,Light,,,3,3,0,2
238402,Take Flight (Yellow),Take Flight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/238402_200w.jpg,62,2819,https://cpt.tcgcsv.com/3nW2,2025-03-10T17:26:15.207,1,0.14,0.15,1.19,,,Normal,Common,BOL021,Action,Attack,Warrior,Light,,,3,3,1,2
238403,Bolt of Courage (Blue),Bolt of Courage Blue,https://tcgplayer-cdn.tcgplayer.com/product/238403_200w.jpg,62,2819,https://cpt.tcgcsv.com/5nW2,2025-03-10T17:26:23.143,1,0.12,0.25,2.28,0.12,,Normal,Common,BOL022,Action,Attack,Warrior,Light,,,3,1,0,3
238404,Engulfing Light (Blue),Engulfing Light Blue,https://tcgplayer-cdn.tcgplayer.com/product/238404_200w.jpg,62,2819,https://cpt.tcgcsv.com/6nW2,2025-03-10T17:49:45.787,1,0.14,0.15,3.44,,,Normal,Common,BOL023,Action,Attack,Warrior,Light,,,3,1,0,3
238405,Invigorating Light (Red),Invigorating Light Red,https://tcgplayer-cdn.tcgplayer.com/product/238405_200w.jpg,62,2819,https://cpt.tcgcsv.com/7nW2,2025-03-10T17:58:33.81,1,0.1,0.25,1.03,0.09,,Normal,Rare,BOL024,Action,Attack,,Light,,,2,6,3,1
238406,Rising Solartide (Red),Rising Solartide Red,https://tcgplayer-cdn.tcgplayer.com/product/238406_200w.jpg,62,2819,https://cpt.tcgcsv.com/8nW2,2025-03-10T17:26:33.077,1,0.05,0.15,3.44,0.04,,Normal,Common,BOL025,Action,Attack,,Light,,,3,5,1,1
238407,Rising Solartide (Yellow),Rising Solartide Yellow,https://tcgplayer-cdn.tcgplayer.com/product/238407_200w.jpg,62,2819,https://cpt.tcgcsv.com/9nW2,2025-03-10T17:26:42.27,1,0.05,0.15,3.44,0.08,,Normal,Common,BOL026,Action,Attack,,Light,,,3,4,1,2
238408,Illuminate (Blue),Illuminate Blue,https://tcgplayer-cdn.tcgplayer.com/product/238408_200w.jpg,62,2819,https://cpt.tcgcsv.com/bnW2,2025-03-10T17:59:15.827,1,0.11,0.15,3.44,,,Normal,Common,BOL027,Action,Attack,,Light,,,3,2,0,3
238409,Seek Enlightenment (Blue),Seek Enlightenment Blue,https://tcgplayer-cdn.tcgplayer.com/product/238409_200w.jpg,62,2819,https://cpt.tcgcsv.com/cnW2,2025-03-10T17:42:48.46,1,0.1,0.15,1.03,,,Normal,Common,BOL028,Action,,,Light,,,2,,1,3
238412,Dusk Path Pilgrimage (Red),Dusk Path Pilgrimage Red,https://tcgplayer-cdn.tcgplayer.com/product/238412_200w.jpg,62,2819,https://cpt.tcgcsv.com/gnW2,2025-03-10T17:44:00.89,1,0.12,0.23,3.44,0.14,,Normal,Rare,BOL029,Action,,Warrior,,,,3,,1,1
238422,Push Forward (Red),Push Forward Red,https://tcgplayer-cdn.tcgplayer.com/product/238422_200w.jpg,62,2819,https://cpt.tcgcsv.com/snW2,2025-03-10T18:04:03.083,1,0.18,0.21,2.38,0.2,,Normal,Common,BOL030,Action,,Warrior,,,,3,,1,1
